|id    |sport_id|name                                                |country             |ext_source   |ext_league_id|ext_csv_code|theodds_key                      |enabled_theodds|country_id|tier|is_cup|is_international|created_at                   |updated_at                   |
|21,759|1       |CONMEBOL - UEFA Finalissima                         |World               |api_football |913          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,760|1       |Tournoi Maurice Revello                             |World               |api_football |914          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,761|1       |1. Division Women                                   |Norway              |api_football |915          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,762|1       |Kirin Cup                                           |World               |api_football |916          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,763|1       |Copa Ecuador                                        |Ecuador             |api_football |917          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,764|1       |Yemeni League                                       |Yemen               |api_football |1079         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,765|1       |UEFA U19 Championship - Women                       |World               |api_football |918          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,766|1       |Mediterranean Games                                 |World               |api_football |919          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,767|1       |World Cup - U20 - Women                             |World               |api_football |920          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,768|1       |UEFA U17 Championship                               |World               |api_football |921          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,769|1       |Africa Cup of Nations - Women                       |World               |api_football |922          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,771|1       |League 1 Ontario                                    |Canada              |api_football |923          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,772|1       |Piala Presiden                                      |Indonesia           |api_football |924          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,773|1       |Copa America Femenina                               |World               |api_football |926          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,774|1       |World Cup - Women - Qualification Concacaf          |World               |api_football |927          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,775|1       |ASEAN Championship U19                              |World               |api_football |928          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,776|1       |3. Lig - Play-offs                                  |Turkey              |api_football |1007         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,777|1       |League Two                                          |China               |api_football |929          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,778|1       |Copa Uruguay                                        |Uruguay             |api_football |930          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,779|1       |UEFA U17 Championship - Qualification               |World               |api_football |886          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,780|1       |Supercopa                                           |Paraguay            |api_football |961          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,781|1       |Premier League                                      |Lesotho             |api_football |962          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,782|1       |Cup                                                 |Ghana               |api_football |966          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,783|1       |Cup                                                 |Lebanon             |api_football |967          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,784|1       |Championnat D1                                      |Gabon               |api_football |968          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,785|1       |Shield Cup                                          |Kenya               |api_football |971          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,787|1       |Serie C - Supercoppa Lega Finals                    |Italy               |api_football |974          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,788|1       |Tercera Divisi?n RFEF - Promotion - Play-offs       |Spain               |api_football |977          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,789|1       |2nd Division - Play-offs                            |Albania             |api_football |978          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,790|1       |Provincial - Play-offs VV                           |Belgium             |api_football |979          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,791|1       |Provincial - Play-offs ACFF                         |Belgium             |api_football |980          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,792|1       |Third Amateur Division - Play-offs                  |Belgium             |api_football |981          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,793|1       |Denmark Series - Promotion Round                    |Denmark             |api_football |982          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,794|1       |Denmark Series - Relegation Round                   |Denmark             |api_football |983          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,795|1       |National League - North - Play-offs                 |England             |api_football |984          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,796|1       |National League - South - Play-offs                 |England             |api_football |985          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,797|1       |Non League Div One - Play-offs                      |England             |api_football |986          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,798|1       |U18 Premier League - Championship                   |England             |api_football |987          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,799|1       |Oberliga - Promotion Round                          |Germany             |api_football |988          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,800|1       |Oberliga - Relegation Round                         |Germany             |api_football |989          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,801|1       |Gamma Ethniki - Promotion Group                     |Greece              |api_football |990          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,802|1       |HKPL Cup                                            |Hong-Kong           |api_football |1051         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,803|1       |Campeonato de Portugal Prio - Promotion Round       |Portugal            |api_football |991          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,804|1       |Football League - Championship                      |Scotland            |api_football |992          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,805|1       |Non League Premier - Isthmian - Play-offs           |England             |api_football |993          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,806|1       |Non League Premier - Northern - Play-offs           |England             |api_football |994          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,807|1       |Non League Premier - Southern South - Play-offs     |England             |api_football |995          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,808|1       |Non League Premier - Southern Central - Play-offs   |England             |api_football |996          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,809|1       |Serie D - Promotion - Play-offs                     |Italy               |api_football |997          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,810|1       |Serie D - Relegation - Play-offs                    |Italy               |api_football |998          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,811|1       |Serie D - Championship Round                        |Italy               |api_football |999          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,812|1       |League 1000                                         |                    |api_football |1000         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-03-04 09:36:26.921 +0100|
|21,813|1       |Regionalliga - Promotion Play-offs                  |Germany             |api_football |1002         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,814|1       |Regionalliga - Relegation Round                     |Germany             |api_football |1003         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,815|1       |Derde Divisie - Relegation Round                    |Netherlands         |api_football |1004         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,816|1       |1. Liga Classic - Play-offs                         |Switzerland         |api_football |1005         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,817|1       |Primera Divisi?n RFEF - Play Offs                   |Spain               |api_football |1006         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,818|1       |Liga III - Play-offs                                |Romania             |api_football |1009         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,820|1       |Second Amateur Division - Play-offs                 |Belgium             |api_football |1011         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,821|1       |Second League - Play-offs                           |Egypt               |api_football |1014         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,822|1       |CAC Games                                           |World               |api_football |1016         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,823|1       |AFC U23 Asian Cup - Qualification                   |World               |api_football |952          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,824|1       |Non League Premier - Southern Central               |England             |api_football |931          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,825|1       |Non League Div One - Northern East                  |England             |api_football |932          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,826|1       |Non League Div One - Southern Central               |England             |api_football |933          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,827|1       |Arab Championship - U20                             |World               |api_football |934          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,828|1       |Diski Shield                                        |South-Africa        |api_football |935          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,829|1       |Africa U23 Cup of Nations - Qualification           |World               |api_football |953          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,830|1       |Catarinense - 2                                     |Brazil              |api_football |936          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,831|1       |Emirates Cup                                        |World               |api_football |937          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,832|1       |Oberliga - Bayern Nord                              |Germany             |api_football |938          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,833|1       |Oberliga - Bayern S?d                               |Germany             |api_football |939          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,834|1       |CONCACAF Gold Cup - Women                           |World               |api_football |1057         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,835|1       |COTIF Tournament                                    |World               |api_football |940          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,836|1       |Islamic Solidarity Games                            |World               |api_football |941          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,837|1       |Super Cup                                           |Oman                |api_football |944          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,838|1       |International Champions Cup - Women                 |World               |api_football |945          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,840|1       |Premier League - Summer Series                      |England             |api_football |1022         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,841|1       |DFB Pokal - Women                                   |Germany             |api_football |947          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,842|1       |1a Divis?o - Women                                  |Portugal            |api_football |948          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,843|1       |CONMEBOL Libertadores Femenina                      |World               |api_football |949          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,844|1       |World Cup - U17 - Women                             |World               |api_football |950          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,845|1       |South American Youth Games                          |World               |api_football |951          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,846|1       |National League - Central                           |New-Zealand         |api_football |954          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,847|1       |National League - National                          |New-Zealand         |api_football |955          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,848|1       |National League - Northern                          |New-Zealand         |api_football |956          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,849|1       |National League - Southern                          |New-Zealand         |api_football |957          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,850|1       |Copa Costa Rica                                     |Costa-Rica          |api_football |958          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,851|1       |Cup                                                 |Singapore           |api_football |959          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,852|1       |Euro Championship - Qualification                   |World               |api_football |960          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,853|1       |CONCACAF U17                                        |World               |api_football |963          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,854|1       |Copa de la Divisi?n Profesional                     |Bolivia             |api_football |964          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,855|1       |AFC U20 Asian Cup                                   |World               |api_football |965          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,856|1       |Primeira Divis?o                                    |Macao               |api_football |969          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,857|1       |CONMEBOL - U17                                      |World               |api_football |970          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,858|1       |Super Cup                                           |China               |api_football |972          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,859|1       |CAF Cup of Nations - U17                            |World               |api_football |973          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,860|1       |CAFA Nations Cup                                    |World               |api_football |1008         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,861|1       |AFC U17 Asian Cup                                   |World               |api_football |1012         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,862|1       |All-Island Cup - Women                              |World               |api_football |1013         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,863|1       |CAF U23 Cup of Nations                              |World               |api_football |1015         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,864|1       |U23 League                                          |Mexico              |api_football |1017         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,865|1       |Federation Cup                                      |Lebanon             |api_football |1018         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,866|1       |Charity Shield                                      |Northern-Ireland    |api_football |1019         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,867|1       |Calcutta Premier Division                           |India               |api_football |1020         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,868|1       |Super Cup                                           |Croatia             |api_football |1021         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,869|1       |NB III - Southeast                                  |Hungary             |api_football |1023         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,870|1       |World Cup - Women - Qualification Europe            |World               |api_football |880          |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,871|1       |UEFA - CONMEBOL - Club Challenge                    |World               |api_football |1024         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,872|1       |Second League A - Division A Gold                   |Russia              |api_football |1025         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,873|1       |Second League A - Division A Silver                 |Russia              |api_football |1026         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,874|1       |3. Lig - Group 4                                    |Turkey              |api_football |1027         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,875|1       |Concacaf Central American Cup                       |World               |api_football |1028         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,876|1       |National 3 - Group G                                |France              |api_football |1029         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,877|1       |Goiano - 2                                          |Brazil              |api_football |1030         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,878|1       |Premier League                                      |Bhutan              |api_football |1031         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,879|1       |Copa de la Liga Profesional                         |Argentina           |api_football |1032         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,880|1       |Recopa Catarinense                                  |Brazil              |api_football |1059         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,881|1       |Ekstraliga Women                                    |Poland              |api_football |1033         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,883|1       |Copa Rio                                            |Brazil              |api_football |1035         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,884|1       |Copa Santa Catarina                                 |Brazil              |api_football |1036         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,885|1       |Paraibano 2                                         |Brazil              |api_football |1037         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,886|1       |King's Cup                                          |World               |api_football |1038         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,887|1       |Premier League International Cup                    |World               |api_football |1039         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,888|1       |UEFA Nations League - Women                         |World               |api_football |1040         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,889|1       |J?niores U19                                        |Portugal            |api_football |1041         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,890|1       |Super Cup                                           |Gibraltar           |api_football |1042         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,891|1       |African Football League                             |World               |api_football |1043         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,892|1       |Erste Liga Cup                                      |Switzerland         |api_football |1044         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,893|1       |Pan American Games                                  |World               |api_football |1045         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,894|1       |Premier Division                                    |Antigua-And-Barbuda |api_football |1048         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,895|1       |King's Cup                                          |Bahrain             |api_football |1049         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,896|1       |Super Cup                                           |Malta               |api_football |1050         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,897|1       |SWPL Cup                                            |Scotland            |api_football |1074         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,898|1       |Kakkonen - Play-offs                                |Finland             |api_football |1052         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,899|1       |Division 2 - Play-offs                              |Sweden              |api_football |1053         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,900|1       |2. Division - Play-offs                             |Norway              |api_football |1054         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,901|1       |Ettan - Relegation Round                            |Sweden              |api_football |1055         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,902|1       |National League - Championship - Final              |New-Zealand         |api_football |1056         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,903|1       |SWF Scottish Cup                                    |Scotland            |api_football |1078         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,904|1       |Supercopa Femenina                                  |Spain               |api_football |1058         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,905|1       |Second League A - Spring Season Gold                |Russia              |api_football |1061         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,906|1       |Second League A - Spring Season Silver              |Russia              |api_football |1064         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,907|1       |U19 League                                          |Ukraine             |api_football |1065         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,908|1       |FA Youth Cup                                        |England             |api_football |1068         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,909|1       |All Africa Games                                    |World               |api_football |1072         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,910|1       |Premier Division                                    |Grenada             |api_football |1080         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,911|1       |Championnat National                                |Togo                |api_football |1084         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,912|1       |Gamma Ethniki - Relegation Play-offs                |Greece              |api_football |1099         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,913|1       |Super Cup                                           |Bahrain             |api_football |1109         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,914|1       |NB III - Promotion Play-offs                        |Hungary             |api_football |1111         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,915|1       |Second League A - Promotion Play-offs               |Russia              |api_football |1121         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
|21,916|1       |Women's President's Cup                             |Ireland             |api_football |1175         |            |                                 |false          |          |    |false |false           |2026-02-27 11:57:43.471 +0100|2026-02-27 11:57:43.471 +0100|
