|norm_name              |id    |name                   |ext_source      |ext_team_id |matches_used|
|latina                    |26,933|Latina                    |api_sport       |804          |1           |
|la unin atltico           |14,833|La Uni?n Atl?tico         |api_football    |15315        |2           |
|la unin atltico           |26,333|La Unión Atlético         |api_sport       |15315        |1           |
|lausanne                  |12,865|Lausanne                  |api_football    |1014         |112         |
|lausanne                  |27,521|Lausanne                  |api_sport       |1014         |1           |
|lazio                     |12,121|Lazio                     |api_football    |487          |114         |
|lazio                     |25,876|Lazio                     |api_sport       |487          |1           |
|lecce                     |12,138|Lecce                     |api_football    |867          |114         |
|lecce                     |26,490|Lecce                     |api_sport       |867          |1           |
|leeds                     |12,192|Leeds                     |api_football    |63           |133         |
|leeds                     |27,678|Leeds                     |api_sport       |63           |1           |
|leeds                     |956   |Leeds                     |football_data_uk|Leeds        |0           |
|leganes                   |12,089|Leganes                   |api_football    |537          |122         |
|leganes                   |1,156 |Leganes                   |football_data_uk|Leganes      |114         |
|leganes                   |27,751|Leganes                   |api_sport       |537          |1           |
|legia warszawa            |12,278|Legia Warszawa            |api_football    |339          |102         |
|legia warszawa            |27,865|Legia Warszawa            |api_sport       |339          |1           |
|le havre                  |12,117|Le Havre                  |api_football    |111          |106         |
|le havre                  |27,639|Le Havre                  |api_sport       |111          |1           |
|leixoes                   |14,059|Leixoes                   |api_football    |244          |68          |
|leixoes                   |27,012|Leixoes                   |api_sport       |244          |1           |
|leningradets              |28,674|Leningradets              |api_football    |6811         |34          |
|leningradets              |26,442|Leningradets              |api_sport       |6811         |1           |
|lens                      |1,012 |Lens                      |football_data_uk|Lens         |204         |
|lens                      |12,119|Lens                      |api_football    |116          |106         |
|lens                      |27,000|Lens                      |api_sport       |116          |1           |
|levadiakos                |13,183|Levadiakos                |api_football    |957          |101         |
|levadiakos                |27,702|Levadiakos                |api_sport       |957          |1           |
|levski sofia              |13,353|Levski Sofia              |api_football    |646          |107         |
|levski sofia              |25,782|Levski Sofia              |api_sport       |646          |1           |
|lida                      |13,415|Lida                      |api_football    |3387         |41          |
|lida                      |28,462|Lida                      |api_hockey      |5            |0           |
|lille                     |12,103|Lille                     |api_football    |79           |106         |
|lille                     |27,640|Lille                     |api_sport       |79           |1           |
|lille osc                 |504   |Lille OSC                 |football_data   |521          |304         |
|liria prizren             |28,604|Liria Prizren             |api_football    |14402        |36          |
|liria prizren             |26,612|Liria Prizren             |api_sport       |14402        |1           |
|liverpool                 |11,908|Liverpool                 |api_football    |40           |114         |
|liverpool                 |3     |Liverpool                 |                |             |0           |
|liverpool fc              |53    |Liverpool FC              |football_data   |64           |634         |
|liverpool fc              |24,732|Liverpool FC              |football_data   |7118         |2           |
|llanera                   |27,673|Llanera                   |api_sport       |9627         |1           |
|llanera                   |28,812|Llanera                   |api_football    |9627         |0           |
|llapi                     |13,212|Llapi                     |api_football    |14395        |73          |
|llapi                     |25,698|Llapi                     |api_sport       |14395        |1           |
|lleida esportiu           |27,509|Lleida Esportiu           |api_sport       |5266         |1           |
|lleida esportiu           |28,789|Lleida Esportiu           |api_football    |5266         |0           |
|lnz cherkasy              |12,612|LNZ Cherkasy              |api_football    |17161        |60          |
|lnz cherkasy              |25,775|LNZ Cherkasy              |api_sport       |17161        |1           |
|lokerentemse              |12,819|Lokeren-Temse             |api_football    |14128        |34          |
|lokerentemse              |26,642|Lokeren-Temse             |api_sport       |14128        |1           |
|lokomotiv                 |12,728|Lokomotiv                 |api_football    |597          |60          |
|lokomotiv                 |25,724|Lokomotiv                 |api_sport       |597          |1           |
|lokomotiv plovdiv         |12,702|Lokomotiv Plovdiv         |api_football    |858          |108         |
|lokomotiv plovdiv         |25,783|Lokomotiv Plovdiv         |api_sport       |858          |1           |
|lokomotiv sofia           |12,720|Lokomotiv Sofia           |api_football    |1416         |108         |
|lokomotiv sofia           |27,533|Lokomotiv Sofia           |api_sport       |1416         |1           |
|lokomotva zvolen          |12,755|Lokomot?va Zvolen         |api_football    |10552        |26          |
|lokomotva zvolen          |26,165|Lokomotíva Zvolen         |api_sport       |10552        |1           |
|lorient                   |1,020 |Lorient                   |football_data_uk|Lorient      |170         |
|lorient                   |12,712|Lorient                   |api_football    |97           |106         |
|lorient                   |27,641|Lorient                   |api_sport       |97           |1           |
|loven                     |13,450|Lov?en                    |api_football    |3739         |70          |
|loven                     |27,239|Lovćen                    |api_sport       |3739         |1           |
|lsk wrocaw ii             |15,255|?l?sk Wroc?aw II          |api_football    |12900        |34          |
|lsk wrocaw ii             |26,530|Śląsk Wrocław II          |api_sport       |12900        |1           |
|ludogorets                |12,589|Ludogorets                |api_football    |566          |106         |
|ludogorets                |25,731|Ludogorets                |api_sport       |566          |1           |
|lusitnia                  |14,777|Lusit?nia                 |api_football    |4763         |28          |
|lusitnia                  |26,313|Lusitânia                 |api_sport       |4763         |1           |
|lusitnia lourosa          |14,680|Lusit?nia Lourosa         |api_football    |6358         |32          |
|lusitnia lourosa          |27,773|Lusitânia Lourosa         |api_sport       |6358         |1           |
|lyngby                    |12,765|Lyngby                    |api_football    |625          |96          |
|lyngby                    |25,815|Lyngby                    |api_sport       |625          |1           |
|lyon                      |12,104|Lyon                      |api_football    |80           |106         |
|lyon                      |27,889|Lyon                      |api_sport       |80           |1           |
|maccabi petah tikva       |14,406|Maccabi Petah Tikva       |api_football    |4495         |70          |
|maccabi petah tikva       |25,807|Maccabi Petah Tikva       |api_sport       |4495         |1           |
|maccabi tel aviv          |13,699|Maccabi Tel Aviv          |api_football    |604          |72          |
|maccabi tel aviv          |25,838|Maccabi Tel Aviv          |api_sport       |604          |1           |
|macva                     |12,628|Macva                     |api_football    |2637         |76          |
|macva                     |25,776|Macva                     |api_sport       |2637         |1           |
|mafra                     |14,212|Mafra                     |api_football    |245          |68          |
|mafra                     |26,450|Mafra                     |api_sport       |245          |1           |
|makedonija gjp            |12,287|Makedonija GjP            |api_football    |4196         |63          |
|makedonija gjp            |26,781|Makedonija GjP            |api_sport       |4196         |1           |
|makedonikos neapolis      |12,756|Makedonikos Neapolis      |api_football    |12372        |86          |
|makedonikos neapolis      |26,854|Makedonikos Neapolis      |api_sport       |12372        |1           |
|malisheva                 |12,219|Malisheva                 |api_football    |15576        |72          |
|malisheva                 |25,700|Malisheva                 |api_sport       |15576        |1           |
|malmo ff                  |13,405|Malmo FF                  |api_football    |375          |35          |
|malmo ff                  |27,620|Malmo FF                  |api_sport       |375          |1           |
|manica diamonds           |26,816|Manica Diamonds           |api_sport       |5227         |1           |
|manica diamonds           |28,733|Manica Diamonds           |api_football    |5227         |0           |
|manresa                   |16,745|Manresa                   |api_football    |9675         |2           |
|manresa                   |26,376|Manresa                   |api_sport       |9675         |1           |
|mantova                   |13,399|Mantova                   |api_football    |1693         |118         |
|mantova                   |27,098|Mantova                   |api_sport       |1693         |1           |
|maribor                   |12,230|Maribor                   |api_football    |552          |108         |
|maribor                   |26,999|Maribor                   |api_sport       |552          |1           |
|maritimo                  |1,137 |Maritimo                  |football_data_uk|Maritimo     |170         |
|maritimo                  |14,641|Maritimo                  |api_football    |214          |70          |
|maritimo                  |27,498|Maritimo                  |api_sport       |214          |1           |
|marsa                     |12,256|Marsa                     |api_football    |4617         |47          |
|marsa                     |26,874|Marsa                     |api_sport       |4617         |1           |
|marsaxlokk                |12,713|Marsaxlokk                |api_football    |14507        |58          |
|marsaxlokk                |27,524|Marsaxlokk                |api_sport       |14507        |1           |
|martigny sports           |26,787|Martigny Sports           |api_sport       |12694        |1           |
|martigny sports           |28,696|Martigny Sports           |api_football    |12694        |0           |
|melita                    |12,469|Melita                    |api_football    |4620         |58          |
|melita                    |27,248|Melita                    |api_sport       |4620         |1           |
|menemen belediyespor      |13,812|Menemen Belediyespor      |api_football    |3599         |108         |
|menemen belediyespor      |26,652|Menemen Belediyespor      |api_sport       |3599         |1           |
|metalist 1925 kharkiv     |12,415|Metalist 1925 Kharkiv     |api_football    |3628         |57          |
|metalist 1925 kharkiv     |25,723|Metalist 1925 Kharkiv     |api_sport       |3628         |1           |
|metalul buzu              |12,722|Metalul Buz?u             |api_football    |6875         |27          |
|metalul buzu              |26,122|Metalul Buzău             |api_sport       |6875         |1           |
|metz                      |1,021 |Metz                      |football_data_uk|Metz         |160         |
|metz                      |12,118|Metz                      |api_football    |112          |111         |
|metz                      |27,001|Metz                      |api_sport       |112          |1           |
|mezokovesdzsory           |13,488|Mezokovesd-zsory          |api_football    |2389          |96          |
|mezokovesdzsory           |27,009|Mezokovesd-zsory          |api_sport       |2389          |1           |
|mgarr united              |13,583|Mgarr United              |api_football    |17710         |22          |
|mgarr united              |27,880|Mgarr United              |api_sport       |17710         |1           |
|middlesbrough             |12,196|Middlesbrough             |api_football    |70            |140         |
|middlesbrough             |27,653|Middlesbrough             |api_sport       |70            |1           |
|milmuan                   |12,424|Mil-Mu?an                 |api_football    |5570          |54          |
|milmuan                   |26,353|Mil-Muğan                 |api_sport       |5570          |1           |
|mlada boleslav            |12,428|Mlada Boleslav            |api_football    |640           |71          |
|mlada boleslav            |28,337|Mlada Boleslav            |api_hockey      |129           |0           |
|mladost ljekopolje        |13,287|Mladost Lje?kopolje       |api_football    |3750          |70          |
|mladost ljekopolje        |25,716|Mladost Lješkopolje       |api_sport       |3750          |1           |
|mladost lucani            |13,394|Mladost Lucani            |api_football    |699           |74          |
|mladost lucani            |25,802|Mladost Lucani            |api_sport       |699           |1           |
|ml vitebsk                |13,461|ML Vitebsk                |api_football    |7808          |41          |
|ml vitebsk                |26,457|ML Vitebsk                |api_sport       |7808          |1           |
|modena                    |12,977|Modena                    |api_football    |899           |114         |
|modena                    |28,829|Modena                    |api_volleyball  |738           |32          |
|moncarapachense           |17,004|Moncarapachense           |api_football    |4847          |28          |
|moncarapachense           |27,325|Moncarapachense           |api_sport       |4847          |1           |
|montana                   |12,741|Montana                   |api_football    |1424          |106         |
|montana                   |25,730|Montana                   |api_sport       |1424          |1           |
|montpellier               |1,027 |Montpellier               |football_data_uk|Montpellier   |248         |
|montpellier               |12,106|Montpellier               |api_football    |82            |106         |
|monza                     |1,084 |Monza                     |football_data_uk|Monza         |114         |
|monza                     |12,140|Monza                     |api_football    |1579          |114         |
|monza                     |28,834|Monza                     |api_volleyball  |743           |22          |
|motor lublin              |13,024|Motor Lublin              |api_football    |14562         |106         |
|motor lublin              |26,476|Motor Lublin              |api_sport       |14562         |1           |
|mstoles                   |26,296|Móstoles                  |api_sport       |9712          |1           |
|mstoles                   |28,815|M?stoles                  |api_football    |9712          |0           |
|msv duisburg              |15,707|MSV Duisburg              |api_football    |187           |76          |
|msv duisburg              |27,494|MSV Duisburg              |api_sport       |187           |1           |
|mte 1904                  |15,303|MTE 1904                  |api_football    |2412          |72          |
|mte 1904                  |26,198|MTE 1904                  |api_sport       |2412          |1           |
|mtk budapest              |12,494|MTK Budapest              |api_football    |2396          |104         |
|mtk budapest              |26,630|MTK Budapest              |api_sport       |2396          |1           |
|nac breda                 |565   |NAC Breda                 |football_data   |681           |125         |
|nac breda                 |12,168|NAC Breda                 |api_football    |203           |120         |
|nac breda                 |27,528|NAC Breda                 |api_sport       |203           |1           |
|nafta                     |13,400|Nafta                     |api_football    |4376          |98          |
|nafta                     |27,216|Nafta                     |api_sport       |4376          |1           |
|nantes                    |1,023 |Nantes                    |football_data_uk|Nantes        |270         |
|nantes                    |12,107|Nantes                    |api_football    |83            |106         |
|napredak                  |12,995|Napredak                  |api_football    |2655          |76          |
|napredak                  |27,256|Napredak                  |api_sport       |2655          |1           |
|navalcarnero              |16,840|Navalcarnero              |api_football    |5271          |4           |
|navalcarnero              |26,349|Navalcarnero              |api_sport       |5271          |1           |
|naxxar lions              |12,531|Naxxar Lions              |api_football    |4605          |59          |
|naxxar lions              |27,525|Naxxar Lions              |api_sport       |4605          |1           |
|nazilli spor              |14,498|Nazilli Spor              |api_football    |7415          |106         |
|nazilli spor              |26,664|Nazilli Spor              |api_sport       |7415          |1           |
|nec nijmegen              |12,176|NEC Nijmegen              |api_football    |413           |104         |
|nec nijmegen              |27,831|NEC Nijmegen              |api_sport       |413           |1           |
|neftchi baku              |12,324|Neftchi Baku              |api_football    |2270          |72          |
|neftchi baku              |25,798|Neftchi Baku              |api_sport       |2270          |1           |
|newcastle                 |11,904|Newcastle                 |api_football    |34            |114         |
|newcastle                 |949   |Newcastle                 |football_data_uk|Newcastle     |0           |
|newport city              |13,029|Newport City              |api_football    |20364         |30          |
|newport city              |25,881|Newport City              |api_sport       |20364         |1           |
|nice                      |12,108|Nice                      |api_football    |84            |106         |
|nice                      |27,642|Nice                      |api_sport       |84            |1           |
|niki volos                |13,437|Niki Volos                |api_football    |5056          |86          |
|niki volos                |26,860|Niki Volos                |api_sport       |5056          |1           |
|nimes                     |1,033 |Nimes                     |football_data_uk|Nimes         |104         |
|nimes                     |16,902|Nimes                     |api_football    |92            |38          |
|noah ii                   |12,349|Noah II                   |api_football    |21879         |52          |
|noah ii                   |25,754|Noah II                   |api_sport       |21879         |1           |
|northampton               |13,503|Northampton               |api_football    |1337          |138         |
|northampton               |26,525|Northampton               |api_sport       |1337          |1           |
|norwich                   |12,197|Norwich                   |api_football    |71            |140         |
|norwich                   |27,679|Norwich                   |api_sport       |71            |1           |
|novi pazar                |13,459|Novi Pazar                |api_football    |2643          |74          |
|novi pazar                |25,803|Novi Pazar                |api_sport       |2643          |1           |
|nyiregyhaza               |13,393|Nyiregyhaza               |api_football    |2403          |107         |
|nyiregyhaza               |27,741|Nyiregyhaza               |api_sport       |2403          |1           |
|oddevold                  |12,273|Oddevold                  |api_football    |11674         |16          |
|oddevold                  |25,833|Oddevold                  |api_sport       |11674         |1           |
|odra opole                |12,459|Odra Opole                |api_football    |3488          |103         |
|odra opole                |26,301|Odra Opole                |api_sport       |3488          |1           |
|oelul                     |12,959|O?elul                    |api_football    |6886          |108         |
|oelul                     |26,634|Oţelul                    |api_sport       |6886          |1           |
|ofi                       |13,270|OFI                       |api_football    |1124          |98          |
|ofi                       |27,282|OFI                       |api_sport       |1124          |1           |
|ofk beograd               |12,270|OFK Beograd               |api_football    |2633          |74          |
|ofk beograd               |25,804|OFK Beograd               |api_sport       |2633          |1           |
|ofk vrac                  |12,282|OFK Vr?ac                 |api_football    |12329         |74          |
|ofk vrac                  |26,528|OFK Vršac                 |api_sport       |12329         |1           |
|ogc nice                  |505   |OGC Nice                  |football_data   |522           |304         |
|olimpia grudzidz          |14,190|Olimpia Grudzi?dz         |api_football    |4247          |70          |
|olimpia grudzidz          |26,531|Olimpia Grudziądz         |api_sport       |4247          |1           |
|olimpija ljubljana        |12,548|Olimpija Ljubljana        |api_football    |677           |108         |
|olimpija ljubljana        |26,998|Olimpija Ljubljana        |api_sport       |677           |1           |
|oliveira hospital         |13,793|Oliveira Hospital         |api_football    |4773          |56          |
|oliveira hospital         |27,320|Oliveira Hospital         |api_sport       |4773          |1           |
|olot                      |26,501|Olot                      |api_sport       |9403          |1           |
|olot                      |28,806|Olot                      |api_football    |9403          |0           |
|olympiakos piraeus        |12,670|Olympiakos Piraeus        |api_football    |553           |104         |
|olympiakos piraeus        |27,833|Olympiakos Piraeus        |api_sport       |553           |1           |
|oostende                  |985   |Oostende                  |football_data_uk|Oostende      |161         |
|oostende                  |15,765|Oostende                  |api_football    |624           |64          |
|orihuela                  |27,757|Orihuela                  |api_sport       |9404          |1           |
|orihuela                  |28,807|Orihuela                  |api_football    |9404          |0           |
|ostersunds fk             |12,357|Ostersunds FK             |api_football    |376           |36          |
|ostersunds fk             |27,189|Ostersunds FK             |api_sport       |376           |1           |
|otrantolympic             |12,585|Otrant-Olympic            |api_football    |3751          |74          |
|otrantolympic             |27,240|Otrant-Olympic            |api_sport       |3751          |1           |
|ourense cf                |16,824|Ourense CF                |api_football    |9612          |2           |
|ourense cf                |27,754|Ourense CF                |api_sport       |9612          |1           |
|oviedo                    |12,918|Oviedo                    |api_football    |718           |134         |
|oviedo                    |25,885|Oviedo                    |api_sport       |718           |1           |
|pacos ferreira            |1,138 |Pacos Ferreira            |football_data_uk|Pacos Ferreira|136         |
|pacos ferreira            |14,073|Pacos Ferreira            |api_football    |234           |70          |
|padova                    |14,106|Padova                    |api_football    |870           |123         |
|padova                    |28,835|Padova                    |api_volleyball  |744           |28          |
|paeek                     |12,466|PAEEK                     |api_football    |3419          |87          |
|paeek                     |26,979|PAEEK                     |api_sport       |3419          |1           |
|palermo                   |12,982|Palermo                   |api_football    |522           |118         |
|palermo                   |27,645|Palermo                   |api_sport       |522           |1           |
|panathinaikos             |12,543|Panathinaikos             |api_football    |617           |104         |
|panathinaikos             |27,703|Panathinaikos             |api_sport       |617           |1           |
|panetolikos               |12,413|Panetolikos               |api_football    |949           |102         |
|panetolikos               |25,780|Panetolikos               |api_sport       |949           |1           |
|panserraikos              |12,331|Panserraikos              |api_football    |2099          |97          |
|panserraikos              |27,017|Panserraikos              |api_sport       |2099          |1           |
|paok                      |13,128|PAOK                      |api_football    |619           |104         |
|paok                      |27,834|PAOK                      |api_sport       |619           |1           |
|paok ii                   |13,682|PAOK II                   |api_football    |18018         |88          |
|paok ii                   |26,856|PAOK II                   |api_sport       |18018         |1           |
|pardubice                 |13,334|Pardubice                 |api_football    |3724          |72          |
|pardubice                 |27,214|Pardubice                 |api_sport       |3724          |1           |
|pardubice                 |28,339|Pardubice                 |api_hockey      |132           |0           |
|paredes                   |17,023|Paredes                   |api_football    |4778          |28          |
|paredes                   |27,458|Paredes                   |api_sport       |4778          |1           |
|paris fc                  |13,277|Paris FC                  |api_football    |114           |111         |
|paris fc                  |517   |Paris FC                  |football_data   |1045          |56          |
|paris fc                  |27,890|Paris FC                  |api_sport       |114           |1           |
|parma                     |12,137|Parma                     |api_football    |523           |116         |
|parma                     |26,995|Parma                     |api_sport       |523           |1           |
|partick                   |13,226|Partick                   |api_football    |901           |122         |
|partick                   |27,878|Partick                   |api_sport       |901           |1           |
|partizani                 |12,414|Partizani                 |api_football    |708           |76          |
|partizani                 |25,827|Partizani                 |api_sport       |708           |1           |
|pas giannina              |12,289|PAS Giannina              |api_football    |950           |92          |
|pas giannina              |26,852|PAS Giannina              |api_sport       |950           |1           |
|pcsi mfc                  |15,309|P?csi MFC                 |api_football    |5130          |72          |
|pcsi mfc                  |27,548|Pécsi MFC                 |api_sport       |5130          |1           |
|pea deportiva             |16,808|Pe?a Deportiva            |api_football    |9405          |2           |
|pea deportiva             |27,374|Peña Deportiva            |api_sport       |9405          |1           |
|pec zwolle                |567   |PEC Zwolle                |football_data   |684           |253         |
|pec zwolle                |12,160|PEC Zwolle                |api_football    |193           |106         |
|pec zwolle                |26,479|PEC Zwolle                |api_sport       |193           |1           |
|pelister                  |12,649|Pelister                  |api_football    |693           |63          |
|pelister                  |26,783|Pelister                  |api_sport       |693           |1           |
|perugia                   |14,479|Perugia                   |api_football    |524           |120         |
|perugia                   |28,830|Perugia                   |api_volleyball  |739           |32          |
|perugia                   |25,864|Perugia                   |api_sport       |524           |1           |
|pescara                   |14,367|Pescara                   |api_football    |525           |134         |
|pescara                   |27,803|Pescara                   |api_sport       |525           |1           |
|petn plze                 |14,784|Pet??n Plze?              |api_football    |7330          |31          |
|petn plze                 |26,177|Petřín Plzeň              |api_sport       |7330          |1           |
|petralka                  |13,671|Petr?alka                 |api_football    |10538         |88          |
|petralka                  |26,164|Petržalka                 |api_sport       |10538         |1           |
|petrocub                  |12,507|Petrocub                  |api_football    |2271          |48          |
|petrocub                  |26,804|Petrocub                  |api_sport       |2271          |1           |
|piacenza                  |15,095|Piacenza                  |api_football    |872           |40          |
|piacenza                  |28,836|Piacenza                  |api_volleyball  |745           |30          |
|pianese                   |14,822|Pianese                   |api_football    |6381          |41          |
|pianese                   |26,924|Pianese                   |api_sport       |6381          |1           |
|piet hotspurs             |13,371|Piet? Hotspurs            |api_football    |4607          |47          |
|piet hotspurs             |27,247|Pietà Hotspurs            |api_sport       |4607          |1           |
|pineto                    |13,856|Pineto                    |api_football    |9514          |79          |
|pineto                    |26,925|Pineto                    |api_sport       |9514          |1           |
|pirin blagoevgrad         |12,771|Pirin Blagoevgrad         |api_football    |1428          |109         |
|pirin blagoevgrad         |25,733|Pirin Blagoevgrad         |api_sport       |1428          |1           |
|pisa                      |12,937|Pisa                      |api_football    |801           |114         |
|pisa                      |1,078 |Pisa                      |football_data_uk|Pisa          |25          |
|plymouth                  |12,206|Plymouth                  |api_football    |1357          |138         |
|plymouth                  |1,001 |Plymouth                  |football_data_uk|Plymouth      |92          |
|plzen                     |13,158|Plzen                     |api_football    |567           |70          |
|plzen                     |27,212|Plzen                     |api_sport       |567           |1           |
|plzen                     |28,382|Plzen                     |api_hockey      |133           |0           |
|poblense                  |26,275|Poblense                  |api_sport       |5273          |1           |
|poblense                  |28,791|Poblense                  |api_football    |5273          |0           |
|podbrezov                 |12,679|Podbrezov?                |api_football    |3548          |99          |
|podbrezov                 |27,736|Podbrezová                |api_sport       |3548          |1           |
|pogon szczecin            |12,495|Pogon Szczecin            |api_football    |348           |102         |
|pogon szczecin            |27,649|Pogon Szczecin            |api_sport       |348           |1           |
|polessya                  |13,684|Polessya                  |api_football    |6496          |60          |
|polessya                  |27,546|Polessya                  |api_sport       |6496          |1           |
|police                    |25,840|Police                    |api_sport       |5322          |1           |
|police                    |25,929|Police                    |api_sport       |12559         |1           |
|police                    |28,062|Police                    |api_sport       |16175         |1           |
|polonia bytom             |14,739|Polonia Bytom             |api_football    |12835         |69          |
|polonia bytom             |26,898|Polonia Bytom             |api_sport       |12835         |1           |
|polonia warszawa          |12,748|Polonia Warszawa          |api_football    |16239         |103         |
|polonia warszawa          |25,800|Polonia Warszawa          |api_sport       |16239         |1           |
|pontedera                 |13,828|Pontedera                 |api_football    |1591          |123         |
|pontedera                 |25,865|Pontedera                 |api_sport       |1591          |1           |
|pontevedra                |27,349|Pontevedra                |api_sport       |9407          |1           |
|pontevedra                |28,808|Pontevedra                |api_football    |9407          |0           |
|portimonense              |1,134 |Portimonense              |football_data_uk|Portimonense  |204         |
|portimonense              |14,036|Portimonense              |api_football    |216           |104         |
|port vale                 |12,597|Port Vale                 |api_football    |1351          |138         |
|port vale                 |26,984|Port Vale                 |api_sport       |1351          |1           |
|potenza                   |14,463|Potenza                   |api_football    |1710          |123         |
|potenza                   |27,665|Potenza                   |api_sport       |1710          |1           |
|povltava fa               |13,924|Povltava FA               |api_football    |14005         |61          |
|povltava fa               |27,168|Povltava FA               |api_sport       |14005         |1           |
|preuen mnster             |12,293|Preu?en M?nster           |api_football    |1313          |72          |
|preuen mnster             |26,640|Preußen Münster           |api_sport       |1313          |1           |
|prishtina                 |13,500|Prishtina                 |api_football    |680           |72          |
|prishtina                 |25,701|Prishtina                 |api_sport       |680           |1           |
|progres niederkorn        |13,357|Progres Niederkorn        |api_football    |658           |60          |
|progres niederkorn        |27,274|Progres Niederkorn        |api_sport       |658           |1           |
|psv eindhoven             |1,101 |PSV Eindhoven             |football_data_uk|PSV Eindhoven |253         |
|psv eindhoven             |12,163|PSV Eindhoven             |api_football    |197           |102         |
|pyunik ii                 |13,427|Pyunik II                 |api_football    |3696          |52          |
|pyunik ii                 |25,719|Pyunik II                 |api_sport       |3696          |1           |
|pyunik yerevan            |12,478|Pyunik Yerevan            |api_football    |709           |66          |
|pyunik yerevan            |25,682|Pyunik Yerevan            |api_sport       |709           |1           |
|qarabag                   |13,648|Qarabag                   |api_football    |556           |72          |
|qarabag                   |27,490|Qarabag                   |api_sport       |556           |1           |
|qpr                       |12,198|QPR                       |api_football    |72            |138         |
|qpr                       |27,652|QPR                       |api_sport       |72            |1           |
|racing fc union luxembourg|13,449|Racing FC Union Luxembourg|api_football    |2030          |60          |
|racing fc union luxembourg|27,272|Racing FC Union Luxembourg|api_sport       |2030          |1           |
|racing ferrol             |12,825|Racing Ferrol             |api_football    |9409          |84          |
|racing ferrol             |27,869|Racing Ferrol             |api_sport       |9409          |1           |
|racing santander          |13,693|Racing Santander          |api_football    |4665          |128         |
|racing santander          |27,749|Racing Santander          |api_sport       |4665          |1           |
|radnicki 1923             |12,300|Radnicki 1923             |api_football    |2644          |74          |
|radnicki 1923             |25,805|Radnicki 1923             |api_sport       |2644          |1           |
|radnicki nis              |12,511|Radnicki NIS              |api_football    |2254          |76          |
|radnicki nis              |26,685|Radnicki NIS              |api_sport       |2254          |1           |
|radnik bijeljina          |12,564|Radnik Bijeljina          |api_football    |3359          |33          |
|radnik bijeljina          |27,768|Radnik Bijeljina          |api_sport       |3359          |1           |
|radnik surdulica          |12,258|Radnik Surdulica          |api_football    |2657          |74          |
|radnik surdulica          |26,684|Radnik Surdulica          |api_sport       |2657          |1           |
|radomiak radom            |13,259|Radomiak Radom            |api_football    |4248          |102         |
|radomiak radom            |26,988|Radomiak Radom            |api_sport       |4248          |1           |
|radomlje                  |12,854|Radomlje                  |api_football    |4378          |110         |
|radomlje                  |25,796|Radomlje                  |api_sport       |4378          |1           |
|rakw czstochowa           |12,668|Rak?w Cz?stochowa         |api_football    |3491          |102         |
|rakw czstochowa           |27,648|Raków Częstochowa         |api_sport       |3491          |1           |
|rangers                   |12,291|Rangers                   |api_football    |257           |114         |
|rangers                   |12,672|Ranger's                  |api_football    |3353          |47          |
|rangers                   |26,868|Rangers                   |api_sport       |257           |1           |
|rapid                     |12,707|Rapid                     |api_football    |6231          |120         |
|rapid                     |27,765|Rapid                     |api_sport       |6231          |1           |
|rapid vienna              |12,456|Rapid Vienna              |api_football    |781           |98          |
|rapid vienna              |27,536|Rapid Vienna              |api_sport       |781           |1           |
|rayo majadahonda          |14,348|Rayo Majadahonda          |api_football    |861           |4           |
|rayo majadahonda          |27,758|Rayo Majadahonda          |api_sport       |861           |1           |
|rayo vallecano            |12,100|Rayo Vallecano            |api_football    |728           |114         |
|rayo vallecano            |27,748|Rayo Vallecano            |api_sport       |728           |1           |
|rb leipzig                |535   |RB Leipzig                |football_data   |721           |294         |
|rb leipzig                |12,075|RB Leipzig                |api_football    |173           |102         |
|reading                   |1,004 |Reading                   |football_data_uk|Reading       |230         |
|reading                   |13,650|Reading                   |api_football    |53            |138         |
|real avils                |14,369|Real Avil?s               |api_football    |9632          |8           |
|real avils                |26,320|Real Avilés               |api_sport       |9632          |1           |
|real betis                |12,094|Real Betis                |api_football    |543           |114         |
|real betis                |27,487|Real Betis                |api_sport       |543           |1           |
|real jan                  |26,337|Real Jaén                 |api_sport       |5274          |1           |
|real jan                  |28,792|Real Ja?n                 |api_football    |5274          |0           |
|real madrid iii           |14,062|Real Madrid III           |api_football    |22142         |2           |
|real madrid iii           |26,346|Real Madrid III           |api_sport       |22142         |1           |
|real zaragoza ii          |16,733|Real Zaragoza II          |api_football    |9887          |2           |
|real zaragoza ii          |26,328|Real Zaragoza II          |api_sport       |9887          |1           |
|recreativo huelva         |16,852|Recreativo Huelva         |api_football    |9410          |4           |
|recreativo huelva         |26,397|Recreativo Huelva         |api_sport       |9410          |2           |
|red bull salzburg         |12,328|Red Bull Salzburg         |api_football    |571           |96          |
|red bull salzburg         |27,537|Red Bull Salzburg         |api_sport       |571           |1           |
|reims                     |1,025 |Reims                     |football_data_uk|Reims         |248         |
|reims                     |12,111|Reims                     |api_football    |93            |108         |
|reims                     |25,879|Reims                     |api_sport       |93            |1           |
|rennes                    |1,010 |Rennes                    |football_data_uk|Rennes        |270         |
|rennes                    |12,112|Rennes                    |api_football    |94            |106         |
|rennes                    |27,643|Rennes                    |api_sport       |94            |1           |
|ried                      |12,420|Ried                      |api_football    |1028          |92          |
|ried                      |27,542|Ried                      |api_sport       |1028          |1           |
|rio ave                   |12,148|Rio Ave                   |api_football    |226           |102         |
|rio ave                   |25,895|Rio Ave                   |api_sport       |226           |1           |
|rizespor                  |13,257|Rizespor                  |api_football    |1007          |110         |
